,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,saint-pierre,90,FR,1543807800,93,48.95,4.24,57.2,20.8
387,hue,20,VN,1543809600,66,16.47,107.58,87.8,4.7
388,bilma,0,NE,1543810937,45,18.69,12.92,51.09,9.4
389,zhovkva,0,UA,1543809600,80,50.06,23.97,35.6,13.42
390,upata,0,VE,1543810938,72,8.02,-62.41,73.28,8.39
391,kozhva,20,RU,1543810938,80,65.11,57.05,10.91,7.49
392,batemans bay,0,AU,1543810882,49,-35.71,150.18,76.16,5.59
393,mantua,75,IT,1543809000,93,45.16,10.79,42.8,1.12
394,taksimo,48,RU,1543810939,22,56.36,114.84,-17.27,3.36
395,port augusta,20,AU,1543809600,52,-32.49,137.76,69.8,12.75
396,byron bay,40,AU,1543809600,61,-28.65,153.62,82.4,10.29
397,narsaq,8,GL,1543810939,57,60.91,-46.05,-7.19,1.34
398,salinopolis,80,BR,1543810888,100,-0.61,-47.36,80.43,7.61
399,lata,0,IN,1543810940,77,30.78,78.62,35.34,2.01
400,pacifica,1,US,1543809600,81,37.61,-122.49,51.98,8.05
401,black river,20,JM,1543809600,74,18.03,-77.85,78.8,6.93
402,suntar,64,RU,1543810940,0,62.16,117.65,-36.89,3.24
403,morros,40,BR,1543809600,88,-2.87,-44.04,80.6,9.17
404,kuldiga,90,LV,1543809000,92,56.97,21.96,32.0,9.17
405,te anau,24,NZ,1543810912,51,-45.41,167.72,69.18,10.18
406,luanda,75,AO,1543809600,94,-8.83,13.24,75.2,3.36
407,garowe,0,SO,1543810941,94,8.41,48.48,62.48,5.37
408,ugoofaaru,12,MV,1543810941,100,5.67,73.0,83.49,16.44
409,fushun,0,CN,1543809600,27,41.89,123.95,39.2,13.42
410,saint anthony,90,US,1543809360,80,43.97,-111.68,24.98,3.36
411,praia da vitoria,40,PT,1543806000,93,38.73,-27.07,64.4,13.87
412,maun,0,BW,1543809600,50,-19.99,23.42,77.0,5.82
413,mandera,88,ET,1543810942,94,3.94,41.86,68.46,2.8
414,broome,56,GB,1543809360,87,52.47,1.45,51.8,16.11
415,dalbandin,32,PK,1543810943,88,28.9,64.41,43.4,5.03
416,labytnangi,88,RU,1543810943,68,66.66,66.39,-0.57,3.69
417,saint-joseph,0,FR,1543807800,81,43.56,6.97,53.6,13.87
418,adrar,0,DZ,1543806000,56,27.87,-0.29,50.0,10.29
419,sao filipe,0,CV,1543810943,96,14.9,-24.5,75.53,11.97
420,quang ngai,0,VN,1543810944,86,15.12,108.8,77.19,2.8
421,egvekinot,68,RU,1543810878,64,66.32,-179.17,-1.07,2.57
422,katangli,76,RU,1543810944,100,51.71,143.23,23.91,13.2
423,northam,88,GB,1543805400,93,51.04,-4.21,51.8,17.22
424,pathein,32,MM,1543810726,78,16.78,94.73,83.81,4.59
425,samoded,88,RU,1543810944,78,63.61,40.52,22.83,7.72
426,reconquista,0,AR,1543810945,78,-29.14,-59.64,58.16,3.02
427,finschhafen,48,PG,1543810945,77,-6.6,147.85,82.28,2.35
428,anaco,0,VE,1543810945,66,9.43,-64.46,74.63,12.75
429,ambilobe,64,MG,1543810945,100,-13.19,49.05,71.21,3.58
430,petropavlovskoye,75,RU,1543809600,89,46.79,142.5,35.6,4.47
431,santa margherita ligure,75,IT,1543809000,76,44.33,9.21,50.0,6.93
432,harper,1,US,1543809300,64,30.3,-99.24,48.92,5.7
433,xinxiang,36,CN,1543810946,73,35.3,113.88,44.48,14.65
434,rybinsk,80,RU,1543810946,94,58.05,38.83,20.49,9.95
435,ampanihy,36,MG,1543810350,71,-24.69,44.75,66.93,4.7
436,pankrushikha,88,RU,1543810946,81,53.83,80.35,4.07,12.19
437,pacific grove,1,US,1543809300,74,36.62,-121.92,48.92,6.93
438,conceicao da barra,92,BR,1543810947,100,-18.59,-39.73,73.91,4.7
439,liuhe,92,CN,1543810947,91,42.28,125.73,34.4,6.93
440,gizo,40,IL,1543809000,76,31.8,34.94,62.6,2.24
441,yaan,36,NG,1543810947,83,7.38,8.57,74.13,9.62
442,sembakung,75,ID,1543807800,74,3.82,117.25,84.2,2.24
443,umm lajj,8,SA,1543810948,100,25.02,37.27,64.46,6.6
444,meulaboh,44,ID,1543810178,100,4.14,96.13,81.56,5.03
445,naruja,0,GE,1543809600,87,41.91,41.96,46.4,12.75
446,mount gambier,75,AU,1543809600,72,-37.83,140.78,62.6,20.8
447,miraflores,64,CO,1543810949,98,5.2,-73.14,50.42,0.67
448,coolum beach,0,AU,1543810949,45,-26.53,153.09,90.11,7.61
449,liku,48,ID,1543810949,95,-0.73,119.89,82.86,1.68
450,puerto baquerizo moreno,24,EC,1543810949,100,-0.9,-89.6,73.64,11.3
451,meadow lake,88,CA,1543810950,87,54.13,-108.44,20.13,2.8
452,buala,12,SB,1543810950,74,-8.15,159.59,89.12,4.59
453,khandbari,36,NP,1543810950,70,27.38,87.21,30.44,0.67
454,tucurui,68,BR,1543810951,94,-3.77,-49.67,76.97,2.57
455,lat yao,24,TH,1543810951,68,15.75,99.79,84.84,4.25
456,llano de piedra,44,MX,1543810951,83,17.06,-98.04,67.83,1.68
457,nelson bay,0,AU,1543809600,22,-32.72,152.14,86.0,17.22
458,derzhavinsk,32,KZ,1543811028,87,51.1,66.31,4.43,3.13
459,uaua,88,BR,1543810952,96,-9.84,-39.48,69.63,6.15
460,banda aceh,12,ID,1543810359,86,5.56,95.32,82.19,5.26
461,tazovskiy,0,RU,1543810838,0,67.47,78.7,-36.84,7.94
462,windhoek,8,NA,1543809600,22,-22.57,17.08,68.0,2.24
463,zhigalovo,44,RU,1543810953,51,54.81,105.15,-10.97,4.59
464,chulym,92,RU,1543810953,73,55.09,80.97,1.01,8.61
465,carlsbad,90,CZ,1543806000,100,50.23,12.87,48.2,5.82
466,dimapur,36,IN,1543810953,75,25.91,93.73,64.23,1.45
467,saurimo,92,AO,1543810953,96,-9.66,20.4,65.45,5.48
468,kalmar,90,SE,1543809000,100,56.66,16.36,42.8,10.29
469,vostok,68,RU,1543810957,78,46.45,135.83,40.16,4.59
470,brejo da madre de deus,8,BR,1543810957,81,-8.14,-36.37,70.22,7.61
471,tarashcha,44,UA,1543810957,84,49.56,30.49,14.24,10.63
472,batagay,48,RU,1543810957,0,67.65,134.64,-43.28,3.13
473,kisangani,88,CD,1543810958,99,0.52,25.21,72.92,2.35
474,klaksvik,88,FO,1543809000,86,62.23,-6.59,33.8,4.7
475,galveston,90,US,1543810500,100,40.58,-86.19,40.46,18.34
476,casa nova,80,BR,1543810958,94,-11.77,-39.23,74.04,2.46
477,bontang,8,ID,1543810764,88,0.12,117.47,86.42,5.48
478,nome,1,US,1543810500,99,30.04,-94.42,59.0,6.15
479,maragogi,76,BR,1543810959,97,-9.01,-35.22,76.97,7.72
480,yulara,0,AU,1543809600,48,-25.24,130.99,86.0,12.75
481,chara,20,GR,1543805400,64,39.42,22.43,37.4,2.91
482,praya,75,ID,1543809600,94,-8.71,116.27,77.0,5.82
483,tutoia,68,BR,1543810959,91,-2.76,-42.27,78.14,6.04
484,puerto escondido,12,MX,1543810888,100,15.86,-97.07,81.29,3.91
485,coahuayana,0,MX,1543810960,84,18.62,-100.35,60.36,2.01
486,slonim,68,BY,1543810960,91,53.09,25.32,24.14,12.97
487,khuzdar,8,PK,1543810960,84,27.8,66.62,37.59,2.91
488,virginia beach,75,US,1543809540,96,36.85,-75.98,68.54,12.75
489,bandiagara,0,ML,1543806000,59,14.35,-3.61,64.4,4.7
490,mayo,40,CA,1543809600,76,63.59,-135.9,-5.81,2.24
491,talara,0,PE,1543810961,91,-4.58,-81.27,65.45,6.38
492,eagle pass,1,MX,1543809480,52,28.71,-100.5,59.0,8.05
493,samarai,12,PG,1543810961,100,-10.62,150.67,83.54,8.61
494,emba,75,CY,1543809600,77,34.81,32.42,64.4,1.12
495,sorrento,0,AU,1543809600,21,-31.82,115.75,95.0,8.05
496,goderich,76,CA,1543810962,95,43.74,-81.71,44.12,10.96
497,ereymentau,92,KZ,1543810962,90,51.62,73.1,11.04,8.61
498,vardo,90,US,1543810500,92,39.62,-77.74,53.6,2.13
499,black diamond,90,CA,1543809600,85,50.69,-114.23,24.8,5.82
500,mendi,20,ET,1543810963,66,9.8,35.1,55.28,3.58
501,trat,20,TH,1543809600,63,12.25,102.51,91.4,4.7
502,henties bay,92,NA,1543809763,100,-22.12,14.28,59.6,3.36
503,kirakira,64,SB,1543810963,100,-10.46,161.92,82.46,12.19
504,mwanza,40,TZ,1543806000,88,-2.52,32.9,71.6,9.17
505,gravdal,92,NO,1543809000,100,59.79,5.78,44.6,10.29
506,puerto del rosario,0,ES,1543809600,82,28.5,-13.86,66.2,9.17
507,tosya,8,TR,1543810918,80,41.02,34.04,20.58,1.45
508,papara,75,BR,1543809600,88,-3.98,-38.73,80.6,10.29
509,marsa matruh,75,EG,1543806000,76,31.35,27.25,55.4,3.36
510,taramangalam,20,IN,1543809600,61,11.7,77.98,82.4,4.7
511,svetlogorsk,20,RU,1543809600,92,53.14,59.15,12.2,2.24
512,brae,92,GB,1543809000,100,60.4,-1.35,39.2,18.34
513,borovskoy,12,KZ,1543810965,57,53.8,64.15,-1.11,2.68
514,south venice,20,US,1543810500,100,27.05,-82.42,75.92,10.29
515,mancora,8,PE,1543810965,96,-4.1,-81.05,66.53,5.37
516,okha,64,RU,1543810916,100,53.59,142.95,12.84,4.14
517,hosdurga,76,IN,1543810966,90,13.8,76.29,65.9,6.6
518,namibe,0,AO,1543810966,100,-15.19,12.15,71.48,3.91
519,bardsir,0,IR,1543809600,34,29.93,56.57,37.4,6.93
520,panji,92,CN,1543810966,100,32.78,116.82,54.38,8.05
521,neiafu,90,TO,1543809600,94,-18.65,-173.98,73.4,5.82
522,legaspi,0,PH,1543810967,64,16.04,120.74,82.82,2.91
523,kapit,20,MY,1543810967,85,2.02,112.94,82.46,1.12
524,tual,8,ID,1543810967,100,-5.67,132.75,83.54,7.16
525,bitung,40,ID,1543809600,66,1.44,125.19,87.8,6.93
526,mao,20,DO,1543809600,88,19.55,-71.08,75.2,6.93
527,vaitape,92,PF,1543810968,98,-16.52,-151.75,83.27,16.44
528,port hueneme,40,US,1543809420,65,34.15,-119.2,57.02,6.93
529,iranshahr,0,IR,1543809600,24,27.21,60.69,57.2,1.34
530,tara,75,JP,1543809600,100,33.0,130.15,64.4,4.7
531,santa maria,0,BR,1543810740,58,-29.69,-53.81,52.89,5.37
532,buchanan,20,LR,1543809600,94,5.88,-10.05,77.0,3.36
533,pecanha,92,BR,1543810969,100,-18.55,-42.56,66.26,2.68
534,litovko,92,RU,1543810969,83,49.24,135.18,15.95,3.36
535,beringovskiy,0,RU,1543810969,100,63.05,179.32,6.77,18.79
536,villa carlos paz,0,AR,1543809600,81,-31.42,-64.5,53.6,9.17
537,jacareacanga,64,BR,1543810969,96,-6.22,-57.76,76.43,2.01
538,wageningen,75,NL,1543809300,93,51.98,5.66,55.4,14.99
539,obihiro,20,JP,1543809600,43,42.92,143.2,50.0,1.12
